salario_anual,total_dividas,historico_pagamento (score),idade,credito_solicitado,elegibilidade
32102,15071,7.440.318.841.423.070,66,5599,2
33565,18555,9.553.538.959.466.230,59,3903,3
62547,20199,9.597.255.020.829.750,28,13090,3
51232,464,9.927.144.739.464.310,31,16260,3
63242,21983,7.531.115.421.819.730,21,18277,2
33200,19197,8.360.075.408.049.920,53,8188,3
26872,13261,8.207.184.365.015.590,18,8273,3
37052,9954,7.567.174.434.369.450,61,12360,2
60393,13593,9.072.089.828.082.170,56,15016,3
61221,9373,9.593.289.181.449.370,54,20043,3
46593,14995,8.043.982.918.905.920,50,18588,3
54836,13305,8.655.386.274.034.670,38,13160,3
42401,16515,8.644.235.637.675.890,41,16800,3
39115,27615,9.583.922.345.427.570,57,10782,3
55964,10908,8.507.680.950.641.080,67,15371,3
59943,14165,8.532.763.487.251.880,30,14687,3
76857,21166,9.415.488.242.838.800,66,22021,3
35023,10196,8.623.541.471.745.410,51,17467,3
33150,27620,7.931.012.970.673.860,55,11146,1
42570,10351,7.406.287.297.943.870,46,11197,2
59197,21343,7.881.195.521.385.550,53,13334,2
80116,30619,8.742.598.774.189.010,57,7177,3
52124,10163,7.200.314.402.424.390,64,13849,2
37068,12003,8.773.272.965.227.450,22,14281,3
32913,15491,6.988.089.490.039.080,37,17332,2
41263,20191,75.036.056.969.176,46,18060,2
53440,18697,9.152.160.272.460.280,28,15494,3
60688,19828,8.055.023.156.598.530,25,6850,3
53278,25062,8.730.159.845.811.920,45,8894,3
39202,18127,8.444.761.055.226.780,66,11974,3
30380,5345,1.0,58,18261,2
59837,32734,8.635.936.155.646.910,35,18092,3
41739,24313,7.477.168.081.053.870,47,13752,2
42981,7261,9.108.272.945.416.410,31,26798,2
34789,18156,7.446.853.562.751.720,26,22807,2
26687,27853,9.492.078.080.487.510,27,21199,1
74673,10915,9.293.463.045.780.180,42,18503,3
40120,29244,8.796.249.623.691.000,69,17292,3
20534,10316,9.255.005.761.421.410,44,16927,2
52443,24297,9.673.402.328.295.900,19,5974,3
47776,5615,8.472.734.485.855.050,20,9743,3
21908,29432,8.670.696.981.640.480,46,13889,1
67112,1133,8.742.240.845.388.930,54,15639,3
59934,31911,7.767.164.183.268.560,44,14377,2
62637,8342,7.923.823.529.143.250,21,16361,2
54017,38835,8.557.756.792.401.940,52,4483,3
30447,21029,8.494.024.993.692.300,44,17528,2
49066,30168,8.754.237.361.026.870,36,15310,3
42787,18135,8.006.469.773.959.720,27,14062,3
40248,4779,7.027.669.044.713.350,43,19636,2
74545,10649,9.969.960.075.175.150,24,9772,3
35130,24660,710.654.224.437.654,44,13815,2
43052,49003,9.313.617.720.728.970,47,16422,1
50566,34422,8.195.868.955.639.130,29,10734,3
55907,20881,86.997.974.608.363,57,4983,3
75384,29446,9.162.462.381.089.390,22,9234,3
47547,22172,8.043.645.935.912.310,30,14676,3
54363,17679,7.132.301.644.487.340,58,13754,2
31935,20577,9.500.006.490.652.190,21,14908,3
58632,14313,9.168.659.227.087.730,19,11703,3
79031,20700,8.572.117.559.699.210,54,8438,3
43589,23591,9.324.917.315.339.190,51,15685,3
62045,19328,8.828.159.250.387.840,67,14167,3
28843,15214,8.445.163.106.531.250,23,18189,2
44824,14672,8.299.435.830.148.620,43,11261,3
45575,17209,635.010.380.331.487,28,4895,2
55281,21079,876.758.359.157.018,59,1977,3
47905,15097,7.484.089.922.467.060,18,12992,2
66938,25223,893.972.862.300.473,51,15639,3
42294,3631,820.875.400.293.261,38,13838,3
60962,22055,6.772.125.741.374.060,27,12174,2
52421,29694,8.436.970.158.497.530,22,7043,3
33818,37661,805.053.207.362.988,43,5553,1
16573,19212,9.878.287.974.314.240,61,16836,1
52199,26461,6.497.604.228.840.090,36,13861,2
39731,22052,767.011.977.950.946,38,13182,2
54129,30147,7.321.965.976.592.970,51,7291,2
31091,17539,9.289.804.776.858.170,46,10168,3
58002,24899,8.712.490.258.138.270,55,15225,3
73527,1722,9.247.024.052.504.520,32,16423,3
46409,29829,7.385.296.120.440.930,57,14178,2
20058,21201,7.536.536.281.359.200,33,21896,1
49164,12977,8.558.197.617.971.920,68,12122,3
39312,22685,1.0,35,21434,2
35788,34061,9.043.657.292.531.960,66,16084,1
46856,10347,7.622.645.700.155.470,18,15540,2
64949,10981,871.791.348.000.351,28,19662,3
41346,3636,9.095.865.687.012.690,53,11879,3
60461,10994,7.140.513.474.811.070,49,13353,2
46766,10387,8.244.914.810.897.750,45,8882,3
48641,17960,8.319.360.699.296.950,23,19676,3
66377,20412,1.0,24,16677,3
45805,5903,8.596.203.055.793.020,57,20488,3
61491,23113,1.0,41,16024,3
46589,22471,77.518.466.994.472,27,20515,2
58394,22246,9.047.807.305.270.230,47,11263,3
46017,11206,7.113.155.861.464.270,34,19936,2
52567,39200,911.560.869.236.085,61,13010,3
53857,26293,8.113.083.746.288.990,25,15012,3
60135,6572,817.520.376.684.754,29,18641,3
57197,4033,9.212.801.873.740.430,43,26639,3
37335,11891,9.313.459.399.578.120,34,19100,2
77302,20877,8.804.973.799.199.070,52,19571,3
50392,34432,1.0,63,12273,3
63731,13213,8.568.575.919.799.160,61,15784,3
14150,4491,8.827.125.625.906.290,22,14520,2
62050,22868,8.764.637.209.248.080,62,22038,3
61479,15283,9.201.307.203.768.610,28,14270,3
53509,21076,8.524.138.980.549.000,33,21642,3
16151,18344,7.477.201.314.889.930,59,8491,1
39167,17278,88.787.069.677.142,47,21993,2
34643,30239,6.964.344.280.423.000,57,10692,1
67442,25875,9.356.935.219.738.810,23,19269,3
31949,22132,967.239.913.799.722,37,10678,3
58312,1553,8.014.449.053.756.330,37,18091,3
45655,17454,7.980.650.308.278.220,41,10187,2
66244,28625,654.776.615.919.678,44,20182,2
53433,10244,8.446.126.729.500.840,20,19226,3
40317,17697,8.883.032.740.341.010,41,11996,3
38383,19440,8.832.468.400.470.900,69,17890,3
43374,22245,8.769.189.504.496.850,27,19737,3
3620,15882,8.235.722.480.445.040,42,10383,1
76557,24148,941.091.541.579.012,45,9829,3
69708,23791,7.533.780.593.338.110,35,9643,2
51020,10826,755.898.971.018.554,59,8934,2
64094,12091,7.150.601.044.369.580,62,9619,2
49456,21700,7.843.343.814.595.870,31,19623,2
56544,34622,7.355.313.513.944.700,18,17789,2
64803,29999,621.131.974.583.651,37,6519,2
46423,14313,7.778.049.929.042.110,64,12449,2
61609,11945,9.311.661.839.166.160,42,9210,3
23049,16188,8.789.717.958.751.440,29,19307,2
53218,35338,9.128.956.609.925.250,65,12751,3
49783,19834,9.027.999.449.621.120,56,7277,3
44897,21813,8.176.871.661.915.400,63,15850,3
46899,11746,8.271.482.078.043.600,26,18032,3
46371,20230,7.782.139.642.941.990,26,10231,2
66619,4803,8.747.743.042.925.800,59,13675,3
49126,6132,1.0,58,10488,3
92319,20792,7.196.280.836.092.980,42,21220,2
35907,22301,9.497.781.583.584.610,47,12843,3
58320,15815,7.966.989.654.447.250,65,11390,2
63422,23177,9.953.480.892.003.210,57,14743,3
44156,7073,8.867.997.999.010.380,45,13962,3
31797,16518,7.926.418.251.089.790,19,18442,2
43227,13603,8.264.142.743.895.280,42,21080,3
30184,19123,9.216.646.629.484.850,35,21118,2
37647,16951,1.0,41,13090,3
55807,42648,9.306.567.432.752.420,35,16525,3
88850,10467,8.055.759.733.106.120,44,22442,3
76033,19951,89.876.587.144.586,61,22634,3
40879,47873,1.0,52,10620,1
64184,26109,8.964.987.823.060.600,51,17961,3
44545,19605,8.370.708.441.432.350,55,17116,3
36949,28157,7.086.390.756.350.390,23,19631,2
48759,26303,9.729.532.214.839.280,66,21218,3
17177,8961,8.370.874.987.713.980,33,9795,2
24789,4508,7.791.804.956.383.280,40,11546,2
63696,20966,9.232.586.454.608.000,45,19538,3
70458,15206,9.272.017.034.438.430,30,15740,3
12649,42738,7.576.958.701.182.390,29,3863,1
71860,31191,7.745.575.072.296.110,28,6668,2
67379,31187,9.062.969.657.803.680,64,18312,3
44770,3700,9.708.967.906.621.330,66,19195,3
56824,14100,8.170.381.639.647.670,69,8252,3
77259,19896,8.292.948.615.779.260,39,20495,3
68389,12648,7.809.454.550.751.390,48,14014,2
57411,13749,9.731.661.807.284.330,44,9887,3
40493,17429,9.156.710.963.996.730,44,12198,3
43847,21245,7.385.053.152.640.770,57,8886,2
60489,47062,1.0,43,11920,3
58127,13280,1.0,24,5655,3
67428,28456,6.700.382.478.563.700,28,14630,2
28327,34636,8.848.901.430.006.190,39,17935,1
56674,10048,6.953.564.422.338.370,57,8262,2
60789,40124,8.203.460.711.032.300,36,15085,3
46367,22355,7.033.009.210.231.800,55,10976,2
85730,4952,997.029.342.304.722,37,18344,3
37030,32217,8.131.968.326.874.660,36,3427,1
49156,3824,9.510.852.440.863.670,36,18559,3
60964,34578,8.672.259.279.766.760,53,5911,3
62952,29733,1.0,64,13950,3
46319,9597,7.289.757.880.922.480,44,11455,2
46292,16099,6.306.568.677.314.480,34,13196,2
60480,26844,7.921.395.148.604.780,35,7353,2
56964,14450,8.126.267.161.150.730,37,23300,3
51381,37401,6.907.170.738.076.810,61,8567,2
22101,29146,8.929.264.522.020.750,59,8961,1
52215,5052,8.881.785.545.323.230,58,23974,3
74229,18245,9.833.313.411.901.490,25,16613,3
58841,25197,9.534.823.508.947.530,57,8728,3
38363,12204,8.000.931.926.506.560,28,14356,3
28119,30916,7.342.785.523.833.990,47,13821,1
64381,26145,6.785.642.238.031.970,29,6561,2
43103,27182,8.302.614.127.464.940,40,11208,3
70028,16849,8.285.198.067.193.090,23,14868,3
69685,9812,8.885.201.374.343.650,52,21332,3
47768,32175,6.869.035.760.000.240,32,14055,2
54875,37604,8.640.386.114.107.500,55,14431,3
56747,30331,9.027.597.243.082.140,45,10924,3
31997,28911,7.851.772.755.139.150,24,20479,1
75597,20624,9.063.797.233.731.960,23,19511,3
57485,12914,8.259.412.409.969.660,44,18946,3
52295,27416,9.684.985.936.145.870,19,15559,3
64797,13730,9.933.798.871.405.370,23,7007,3
54575,30019,8.527.481.517.562.110,49,20433,3
33684,22720,935.961.138.944.555,46,15286,3
37916,5232,714.832.182.350.307,51,13457,2
17814,20559,802.504.611.173.421,18,17242,1
50991,7568,8.867.012.846.798.340,32,16120,3
58287,6093,8.052.865.910.554.430,27,9654,3
47187,2155,8.222.485.534.421.450,27,13396,3
32665,6515,7.525.758.519.489.690,27,5479,2
42573,8106,1.0,54,15430,3
44467,32714,7.543.957.103.311.110,49,21650,2
63010,25737,92.712.292.386.024,53,6021,3
71477,39991,79.949.690.322.656,42,15643,2
8954,18050,9.121.305.684.280.520,32,18342,1
48817,7050,7.871.459.088.935.570,26,19081,2
40938,19911,8.146.086.745.063.370,33,11269,3
46089,15752,8.903.443.928.572.470,58,9488,3
62631,24230,9.106.689.187.545.600,36,12064,3
42507,5760,9.378.259.150.363.150,63,20954,3
60266,20476,8.528.617.234.014.390,61,6452,3
79870,33478,9.574.771.189.502.800,29,8920,3
43246,33631,8.732.447.741.283.190,52,12706,3
46744,31898,8.349.858.040.164.600,68,10121,3
46408,25511,9.345.325.691.420.720,60,14791,3
85804,29400,8.607.357.380.503.770,22,22072,3
42498,19613,8.737.993.317.448.660,55,8980,3
72049,24206,7.512.473.631.112.020,23,14268,2
49461,18711,7.857.536.641.208.710,68,14958,2
52554,14531,8.907.607.821.785.800,31,13327,3
62424,22570,7.617.242.838.109.890,65,7107,2
44409,37008,852.849.542.611.205,29,11810,1
64737,22787,6.602.652.310.673.370,67,11825,2
45847,24831,1.0,39,18167,3
33971,27773,9.174.314.401.553.330,62,17097,1
65250,23225,8.050.619.493.308.130,69,7240,3
59154,17798,1.0,58,13064,3
41208,27808,7.608.066.938.966.770,67,12498,2
67291,12674,793.889.502.608.411,21,24773,2
35234,31766,9.007.522.249.153.700,60,16461,1
56343,32601,9.431.361.793.590.260,35,9612,3
24609,19526,792.756.809.679.104,48,11116,2
44160,13379,8.958.746.510.623.200,52,13107,3
37366,41343,8.836.547.532.719.970,21,16811,1
31110,12982,8.474.922.903.343.920,26,17424,2
50367,17052,7.957.378.512.878.070,62,16002,2
54980,93,9.342.363.610.221.600,32,13951,3
59221,33752,6.484.976.685.924.240,59,14319,2
50025,5643,8.639.118.734.935.160,38,14355,3
56462,24876,7.816.477.210.242.790,49,6085,2
33153,23041,8.378.247.392.068.220,26,14693,3
36796,19219,7.806.013.961.971.020,65,12113,2
49732,14578,7.293.210.468.982.320,49,6735,2
36858,24406,7.854.566.423.189.560,33,27089,2
50083,37427,7.945.273.913.432.780,62,16556,2
40249,17471,8.268.544.043.927.050,22,15065,3
47622,3444,8.488.136.767.334.710,59,13144,3
25033,1886,9.126.954.797.877.400,48,18651,2
24317,18117,9.981.916.882.567.520,42,9188,3
39244,15436,8.567.753.479.141.330,18,13436,3
30098,18288,7.456.079.258.494.500,20,10239,2
10634,22860,9.275.697.137.907.980,38,18607,1
57238,15163,8.765.012.905.660.270,45,10866,3
64569,47601,7.502.503.749.474.940,20,20506,2
63127,23824,8.575.511.574.755.980,59,14503,3
47834,29019,9.176.000.467.603.510,49,18872,3
47529,18435,7.654.666.719.664.260,49,16999,2
51489,18504,7.935.668.560.377.740,66,20296,2
40180,14061,8.575.753.259.977.740,47,10324,3
22361,20752,8.209.236.859.840.650,67,19528,1
67812,4760,6.952.515.310.891.070,30,5687,2
50215,3933,1.0,51,15215,3
49293,13798,7.897.520.207.233.120,65,12270,2
45249,10536,7.799.472.857.259.450,21,7977,2
58904,13803,8.122.368.046.378.070,35,10532,3
48228,16634,8.388.176.859.032.010,49,11796,3
42659,17109,8.810.593.079.137.100,31,14017,3
44965,28126,7.420.047.197.217.090,49,12375,2
50973,27729,9.746.433.948.611.020,23,15400,3
32709,19713,7.066.136.427.824.930,60,10849,2
71213,39851,8.043.245.595.906.750,34,12615,3
40893,15334,9.253.518.808.242.320,25,13554,3
38072,28323,9.191.755.332.100.310,52,15910,3
44331,25056,5.702.930.465.785.340,41,19244,1
63637,17826,8.428.058.151.915.830,20,19268,3
45972,18700,8.543.355.765.757.240,34,16187,3
67463,15588,8.724.228.677.669.130,53,17151,3
45054,27586,788.596.924.042.953,68,16559,2
28687,32487,8.236.540.682.341.100,57,13426,1
37475,20365,9.007.466.943.241.710,34,19502,2
39708,1326,9.237.260.203.306.480,47,10427,3
59728,25461,705.510.374.434.726,42,4759,2
43125,18209,8.956.608.433.070.530,39,9792,3
32292,9449,8.841.913.644.422.360,54,22015,2
28286,20752,9.337.279.359.836.500,28,13522,3
22526,16521,7.627.532.923.018.050,29,16370,2
89804,9035,8.935.901.917.395.330,38,13630,3
38759,17787,6.624.681.583.382.690,32,17808,2
56640,34110,8.125.190.930.621.230,29,15353,3
31899,21417,8.172.678.078.921.550,39,14657,3
68414,20257,8.578.542.319.970.860,56,18068,3
37138,24467,9.224.370.629.321.720,52,12671,3
78061,22354,74.047.542.445.086,59,16860,2
79579,17192,9.700.626.402.522.500,33,14126,3
33268,21950,6.151.394.885.301.450,50,14462,2
68585,20841,6.811.396.216.868.660,60,10907,2
78161,1475,9.440.648.184.655.720,66,13920,3
25959,25292,8.603.907.776.612.710,31,12293,1
27692,20449,1.0,35,20649,2
18608,25414,9.265.968.507.283.860,61,6579,1
35904,19809,8.512.363.064.322.020,33,19446,2
34916,16492,8.007.867.096.207.490,57,6278,3
44990,10463,7.872.588.381.626.240,20,17686,2
30849,21611,8.867.146.400.641.570,60,10811,3
60376,21571,7.918.382.176.268.880,43,17831,2
50457,33497,8.749.482.914.892.530,32,14393,3
56365,15170,7.824.215.407.448.940,53,7838,2
65443,30765,8.702.508.427.340.580,44,21793,3
53946,27946,1.0,65,18883,3
46641,12306,9.054.497.476.259.740,34,17515,3
37679,6167,8.031.439.490.625.600,31,11798,3
63462,30146,885.075.543.797.973,19,19055,3
54056,24592,877.651.774.994.311,44,8583,3
53281,28206,8.706.715.114.356.160,64,3861,3
40921,21487,8.883.983.696.715.810,41,7188,3
54503,9774,9.407.362.418.182.550,57,10390,3
38275,21801,9.574.767.854.429.970,62,11225,3
54650,26513,8.502.196.749.633.010,52,12825,3
46028,2261,7.122.021.380.157.150,21,13047,2
60733,24797,858.480.391.280.728,43,11750,3
30072,28285,8.342.384.328.873.550,53,4418,1
50713,29317,9.050.846.729.090.880,21,15960,3
60542,24571,7.289.195.294.254.880,51,13676,2
51118,15791,9.000.449.694.402.650,30,11518,3
28665,19349,8.627.665.641.099.730,57,21990,2
38831,5225,7.525.818.635.931.550,58,13789,2
69008,30505,6.426.082.996.282.040,18,15292,2
48938,27916,9.369.235.366.092.990,18,18979,3
37710,16657,7.510.879.150.068.870,26,7550,2
68813,25966,7.020.078.646.744.610,28,14886,2
73245,26209,7.935.409.225.491.510,33,18962,2
32318,9026,9.671.308.748.457.790,46,14543,3
42455,40354,8.695.304.623.632.430,53,8483,1
44834,11606,8.944.683.369.716.740,32,12587,3
57998,1201,8.452.124.533.112.750,56,15944,3
47294,24022,8.801.548.052.026.910,19,4465,3
51836,23369,8.295.827.677.148.600,27,8236,3
47809,16050,8.029.165.650.066.180,66,24867,2
82998,22100,7.859.530.662.738.970,28,17422,2
58602,12153,8.193.536.719.981.940,47,22417,3
45595,2928,1.0,40,19331,3
45832,29753,9.070.400.617.904.380,39,16969,3
57097,23052,7.642.251.397.565.190,68,13454,2
35672,16285,7.169.493.879.318.620,59,16906,2
54051,37452,8.409.781.343.070.580,53,22249,3
52389,17050,6.790.700.595.692.220,46,19127,2
37030,25925,9.406.133.424.667.060,62,15834,3
15281,10204,594.713.741.499.149,49,14138,1
23945,2065,8.187.954.649.547.140,50,17491,2
46557,26144,6.699.977.014.225.950,56,12339,2
63605,25844,8.947.898.746.159.530,26,17492,3
43261,39145,7.742.005.209.033.130,18,11510,1
62990,8754,9.204.620.293.049.130,35,13230,3
44499,3225,6.336.146.537.285.720,67,9861,2
34233,13859,9.629.602.705.535.900,65,12801,3
30824,25539,8.851.110.835.273.140,39,11581,1
36101,1895,8.465.237.141.907.650,65,23459,2
52111,20797,765.762.655.729.934,54,10527,2
49315,15377,8.190.267.140.646.560,31,16924,3
46277,16007,9.217.128.591.146.060,39,10265,3
46901,11228,7.664.462.248.802.190,50,15234,2
66575,31102,8.388.292.078.202.190,23,16449,3
78193,4055,8.199.348.444.795.100,44,5744,3
38932,29483,8.681.612.650.650.840,23,8011,3
47178,24838,710.591.285.692.315,61,10226,2
31679,15218,9.951.989.808.662.200,67,8483,3
49781,35410,9.436.558.868.972.270,58,15420,3
45276,1120,6.727.291.332.102.390,33,16212,2
53219,29989,6.535.727.236.231.700,64,9684,2
63174,8992,9.905.870.161.674.700,19,15620,3
31854,15420,8.566.405.847.146.190,54,12879,3
46811,23115,6.698.108.805.539.010,46,14502,2
45845,30463,8.005.544.056.062.790,40,11857,3
52381,10441,8.210.192.548.340.320,38,17438,3
71006,25704,9.139.064.193.318.800,30,23174,3
40242,15611,9.444.974.056.297.230,68,18871,3
59137,11457,8.625.412.186.663.270,18,21966,3
75082,3554,8.327.512.186.782.720,46,7985,3
37310,16202,8.025.504.809.173.680,65,11621,3
52208,7199,9.907.876.664.232.850,24,17826,3
52078,7776,8.077.689.693.072.910,48,22541,3
30556,15130,9.016.874.910.356.810,62,18252,2
58687,17622,7.426.459.931.223.290,39,9868,2
66840,14515,7.233.185.017.606.270,33,12826,2
39979,20693,8.690.822.177.535.670,45,16667,3
45655,36850,8.120.504.852.371.740,61,14176,1
23795,13292,7.125.147.238.079.080,56,11006,2
65779,11064,8.178.095.079.450.610,42,13548,3
62980,10640,1.0,31,14927,3
35663,7867,8.462.587.091.013.000,67,9575,3
37364,13652,8.200.127.471.506.570,38,19922,2
44033,37813,8.201.808.022.055.980,36,12801,1
69380,20699,9.698.676.728.731.710,30,14637,3
48917,15956,835.481.208.216.177,19,20175,3
52276,25256,8.748.320.792.745.070,68,14375,3
52278,15701,9.216.749.572.646.210,53,19901,3
70590,32384,9.804.163.634.458.700,31,9853,3
44403,18749,7.772.493.921.925.310,51,17164,2
47964,33987,7.537.640.635.088.980,35,19196,2
67615,22626,7.786.039.199.084.530,41,10850,2
67453,25294,9.153.058.974.668.990,47,14108,3
34335,18476,9.267.679.210.188.550,68,14211,3
20807,29691,869.598.427.214.656,36,16048,1
49891,36966,9.479.116.327.589.400,53,17374,3
59700,25367,9.268.670.699.732.490,38,10443,3
54726,18187,7.878.194.808.006.350,36,14699,2
40818,29748,7.000.432.491.684.980,43,22956,2
77958,15290,8.060.725.690.749.200,52,20269,3
33970,34169,9.037.353.479.619.510,57,18969,1
29543,14925,8.993.786.225.729.680,21,14036,3
67317,19273,6.696.849.693.414.150,38,25644,2
43695,28696,6.138.900.653.102.170,20,20149,2
75478,438,9.190.520.480.921.150,22,15187,3
46256,23148,9.214.965.293.824.440,60,16102,3
44178,21592,8.859.468.194.818.650,46,12705,3
57449,15349,9.405.419.605.270.560,36,16966,3
62825,16757,8.710.307.853.855.990,68,17965,3
82408,11549,7.171.177.480.473.730,34,18513,2
62930,10382,8.189.499.061.680.210,51,14096,3
66066,15852,8.422.785.004.318.410,37,7631,3
41315,10041,792.986.953.995.618,45,16208,2
64383,25102,7.912.295.771.727.430,26,18533,2
59383,12807,8.407.408.024.612.850,20,10107,3
41278,27984,7.671.551.893.954.850,27,14545,2
29366,10535,6.368.911.344.923.100,38,21707,2
36456,7117,8.607.029.729.422.980,58,8982,3
42251,17808,9.745.131.544.432.350,69,13581,3
47084,8424,6.295.121.062.069.630,21,22435,2
61188,18629,8.665.915.504.950.510,39,15788,3
64203,12111,74.889.795.711.475,24,12369,2
76232,7388,9.179.983.515.086.960,29,14964,3
56396,7517,8.880.896.500.989.730,28,19129,3
28203,31737,955.268.189.960.146,39,13982,1
36486,27010,7.655.732.506.887.870,46,17987,2
46562,6896,8.565.727.715.080.170,44,16174,3
66060,12071,1.0,64,16585,3
59324,34862,8.702.901.925.762.780,37,18307,3
38614,19708,9.209.365.459.996.400,31,13525,3
33295,16567,9.903.180.947.502.500,24,10277,3
40485,21074,7.617.427.083.385.880,32,17371,2
31443,22635,6.481.192.440.095.480,63,14337,2
48205,19892,6.803.742.599.008.910,45,12759,2
56673,11973,7.340.190.452.307.450,60,17631,2
54438,115,8.080.862.697.146.580,27,21386,3
42873,19799,8.996.615.417.022.360,68,14227,3
50422,1506,9.453.179.811.805.120,20,15042,3
30404,15110,7.424.562.489.630.260,29,9091,2
39713,13447,1.0,30,13886,3
54665,12750,9.800.013.898.389.860,56,16106,3
83746,24243,7.994.094.068.987.740,61,14897,2
70205,17866,1.0,51,13189,3
30371,24733,9.093.567.356.888.290,18,18629,1
62665,2031,843.319.826.417.527,55,15290,3
52630,27566,7.562.981.002.508.140,42,27944,2
53049,29199,738.501.457.491.666,36,16038,2
88283,19499,9.437.273.789.002.320,42,1267,3
42719,39358,8.596.295.111.275.060,23,9439,1
57918,26751,8.924.482.292.373.140,62,17660,3
61526,19658,7.363.281.565.112.330,21,11783,2
39576,34319,9.044.263.912.202.750,43,12093,1
18605,20841,8.574.292.759.862.260,43,8803,1
30059,10765,7.414.878.224.617.010,43,12616,2
53824,28111,7.077.611.295.451.800,31,15969,2
63444,35134,8.538.578.706.973.210,49,16929,3
58116,4657,9.184.706.007.763.320,65,9900,3
57935,15367,9.561.157.041.626.040,45,19027,3
55015,14906,8.732.903.024.557.480,19,9043,3
37601,7245,769.362.148.122.405,58,17189,2
49584,17178,8.520.671.574.837.940,62,16685,3
59421,12175,8.855.262.510.740.910,38,10328,3
57067,24209,7.735.669.902.634.370,63,9733,2
74590,24939,802.858.724.394.257,31,16911,3
41267,21388,8.528.911.615.085.840,54,12200,3
41543,22110,8.721.831.229.457.810,19,14047,3
39462,35047,7.242.004.681.447.210,22,18436,1
9007,40150,7.948.242.168.207.720,55,17395,1
59211,26087,864.017.838.578.157,19,10420,3
50063,14938,899.680.265.307.831,18,14732,3
46345,22795,8.639.596.273.935.270,65,10326,3
37771,20308,879.197.768.976.251,39,19349,2
58274,26825,8.756.466.581.851.140,58,22682,3
50259,11150,7.678.184.250.977.870,42,10774,2
73171,27454,9.878.026.337.275.640,63,14844,3
50363,20820,8.115.433.088.443.190,47,19587,3
56285,19153,7.745.062.434.684.310,26,15121,2
73580,19550,7.041.799.852.348.920,54,17807,2
45045,33477,7.983.260.995.372.590,64,15258,2
43494,47354,7.805.595.893.045.300,27,9715,1
71398,21181,8.123.441.768.299.410,32,15594,3
26613,12684,8.818.416.381.855.350,66,20636,2
46105,19883,9.689.598.533.824.710,20,16571,3
45736,23089,9.313.077.897.363.770,25,23118,2
37335,21615,6.486.521.478.111.970,42,6142,2
57925,21696,9.508.226.256.376.530,53,16895,3
41448,18230,9.021.178.155.545.390,60,11759,3
51580,33481,1.0,68,10621,3
36009,17302,7.862.233.096.128.040,63,21672,2
54282,28048,7.492.363.143.938.970,67,13724,2
81195,4897,9.364.911.731.270.960,38,13242,3
49214,14336,9.253.745.026.272.260,51,16717,3
49850,22930,7.823.162.633.960.490,44,4237,2
32192,19687,8.245.946.068.623.080,26,21774,2
62637,32168,8.978.745.632.290.190,27,24522,3
48705,22691,8.848.733.498.528.290,44,19575,3
55893,33245,8.463.765.758.337.220,42,17059,3
64237,24868,8.592.351.721.960.260,30,13917,3
47284,11834,7.681.683.949.293.630,68,9623,2
65314,18075,8.298.203.695.611.340,21,20970,3
66294,18700,7.114.772.131.695.170,33,19581,2
55097,32774,8.494.543.503.613.630,29,17250,3
52991,17525,7.130.176.692.470.090,42,16668,2
50418,18635,7.396.504.655.559.810,65,16502,2
58424,16008,1.0,66,12370,3
57749,21222,6.600.350.856.435.090,33,27505,2
28548,26522,947.491.941.004.718,56,13571,1
39924,27012,8.772.238.369.085.940,19,12866,3
64358,16867,8.800.282.790.580.580,26,20603,3
53722,14,7.433.030.407.133.190,61,14853,2
46741,22758,9.229.861.781.087.340,30,14905,3
76428,21016,668.238.252.920.645,31,22072,2
62179,21527,8.006.288.464.573.380,29,18393,3
66197,20061,8.518.622.864.861.080,52,18647,3
46690,23053,1.0,39,7911,3
55782,157,9.155.590.347.321.340,38,17002,3
48778,21459,8.068.305.933.193.940,65,9971,3
34472,10060,8.221.084.469.762.580,67,12725,3
52954,31846,9.073.370.914.973.650,20,15878,3
49135,21233,728.798.318.530.785,39,14818,2
48885,12757,9.609.941.970.959.360,26,18271,3
64860,8179,8.405.179.950.574.500,64,18853,3
48338,11438,7.624.796.715.311.200,57,19228,2
51050,13575,7.105.070.867.569.360,59,8278,2
51781,20400,6.002.940.868.573.780,20,26813,2
57540,8065,1.0,48,14877,3
54470,22419,661.336.296.777.548,54,21064,2
60304,30028,8.979.524.360.301.840,23,2428,3
30752,31034,8.933.795.668.722.350,31,13673,1
52163,16158,8.023.279.976.493.390,36,7696,3
48318,19720,8.386.641.029.603.350,35,10693,3
30255,13382,8.099.177.506.494.250,24,15252,2
28358,7935,8.722.869.598.889.720,53,13326,3
40581,14616,8.110.899.210.336.830,46,21570,2
40222,1948,8.210.782.609.853.670,20,23844,2
46411,245,8.417.233.933.951.530,30,10165,3
51922,23025,9.125.000.600.756.830,53,12561,3
57411,22529,9.099.362.732.330.030,58,9844,3
31428,32197,8.375.184.160.406.100,42,20779,1
36449,34351,8.247.016.057.202.630,45,15795,1
36957,21820,9.063.181.067.396.960,55,15161,3
48215,10569,7.640.243.276.347.790,28,16562,2
50421,10535,7.334.415.997.061.680,58,13444,2
64986,9598,7.158.400.043.674.530,26,10717,2
36244,22518,8.739.177.176.892.440,39,15255,3
61629,12488,9.594.289.422.123.780,38,13664,3
27785,5949,8.570.864.887.663.810,36,16735,2
50288,24209,8.764.137.383.643.500,50,6840,3
58274,28601,7.980.555.331.973.590,21,15931,2
59500,12533,8.760.311.285.174.330,50,11553,3
